0,0
1,0.125
2,0.237179
3,0.337551
4,0.427071
5,0.506644
6,0.577124
7,0.639311
8,0.693961
9,0.74178
10,0.783428
11,0.819523
12,0.85064
13,0.877312
14,0.900032
15,0.919256
16,0.935405
17,0.948862
18,0.959979
19,0.969075
20,0.976438
21,0.982328
22,0.986979
23,0.990596
24,0.993362
25,0.995436
26,0.996957
27,0.998044
28,0.998796
29,0.999298
